year,state,property_damage
2020,Mississippi,8.00K
2020,Louisiana,2.00K
2020,Maryland,10.00K
2020,Louisiana,3.00K
2020,Arkansas,1.00K
2020,North Carolina,1.50K
2020,North Carolina,20.00K
2020,North Carolina,50.00K
2020,North Carolina,2.50K
2020,Louisiana,3.00K
2020,New York,50.00K
2020,New York,50.00K
2020,Arkansas,10.00K
2020,Arkansas,50.00K
2020,Arkansas,30.00K
2020,Arkansas,5.00K
2020,North Carolina,1.50K
2020,Arkansas,3.00K
2020,Arkansas,10.00K
2020,Arkansas,10.00K
2020,Arkansas,3.00K
2020,Mississippi,10.00K
2020,Mississippi,10.00K
2020,Arkansas,3.00K
2020,Louisiana,1.00K
2020,Louisiana,2.00K
2020,Louisiana,1.00K
2020,Mississippi,15.00K
2020,Mississippi,5.00K
2020,Mississippi,15.00K
2020,Mississippi,2.00K
2020,Mississippi,10.00K
2020,North Carolina,5.00K
2020,North Carolina,5.00K
2020,North Carolina,25.00K
2020,North Carolina,250.00K
2020,North Carolina,10.00K
2020,North Carolina,5.00K
2020,Louisiana,2.00K
2020,Mississippi,5.00K
2020,Mississippi,10.00K
2020,Mississippi,5.00K
2020,North Carolina,2.50K
2020,North Carolina,1.50K
2020,North Carolina,2.50K
2020,North Carolina,2.50K
2020,North Carolina,25.00K
2020,North Carolina,5.00K
2020,North Carolina,2.50K
2020,North Carolina,50.00K
2020,North Carolina,25.00K
2020,North Carolina,1.50K
2020,North Carolina,20.00K
2020,North Carolina,50.00K
2020,North Carolina,10.00K
2020,North Carolina,20.00K
2020,North Carolina,15.00K
2020,North Carolina,25.00K
2020,North Carolina,50.00K
2020,North Carolina,50.00K
2020,North Carolina,50.00K
2020,Louisiana,3.00K
2020,Arkansas,10.00K
2020,Arkansas,100.00K
2020,Arkansas,15.00K
2020,North Carolina,5.00K
2020,North Carolina,50.00K
2020,North Carolina,500.00K
2020,Louisiana,10.00K
2020,Mississippi,2.00K
2020,Mississippi,10.00K
2020,Mississippi,25.00K
2020,North Carolina,10.00K
2020,Mississippi,8.00K
2020,Mississippi,3.00K
2020,Mississippi,10.00K
2020,Mississippi,10.00K
2020,Mississippi,15.00K
2020,North Carolina,50.00K
2020,North Carolina,100.00K
2020,North Carolina,250.00K
2020,Mississippi,5.00K
2020,Mississippi,4.00K
2020,Mississippi,8.00K
2020,Mississippi,4.00K
2020,North Carolina,1.00K
2020,Mississippi,7.00K
2020,Mississippi,2.00K
2020,Mississippi,2.00K
2020,Mississippi,5.00K
2020,Mississippi,5.00K
2020,Mississippi,2.00K
2020,Mississippi,5.00K
2020,Mississippi,5.00K
2020,North Carolina,20.00K
2020,North Carolina,25.00K
2020,North Carolina,10.00K
2020,Mississippi,12.00K
2020,Mississippi,7.00K
2020,Mississippi,2.00K
2020,North Carolina,15.00K
2020,Mississippi,2.00K
2020,Mississippi,9.00K
2020,Mississippi,8.00K
2020,Mississippi,3.00K
2020,Mississippi,8.00K
2020,North Carolina,50.00K
2020,North Carolina,50.00K
2020,North Carolina,50.00K
2020,North Carolina,50.00K
2020,North Carolina,50.00K
2020,Mississippi,25.00K
2020,Arkansas,10.00K
2020,Mississippi,3.00K
2020,Mississippi,15.00K
2020,Mississippi,10.00K
2020,Mississippi,10.00K
2020,North Carolina,5.00K
2020,North Carolina,5.00K
2020,North Carolina,200.00K
2020,Georgia,2.00K
2020,North Carolina,1.00K
2020,Mississippi,5.00K
2020,Mississippi,5.00K
2020,Mississippi,9.00K
2020,Mississippi,50.00K
2020,Georgia,10.00K
2020,Georgia,25.00K
2020,Mississippi,5.00K
2020,Arizona,20.00K
2020,Arizona,5.00K
2020,North Carolina,50.00K
2020,Texas,150.00K
2020,Texas,100.00K
2020,Texas,50.00K
2020,Texas,50.00K
2020,Texas,250.00K
2020,Texas,45.00K
2020,Tennessee,10.00K
2020,North Carolina,50.00K
2020,North Carolina,50.00K
2020,Arizona,30.00K
2020,Georgia,0.50K
2020,California,2.00K
2020,Arizona,20.00K
2020,Mississippi,5.00K
2020,Mississippi,5.00K
2020,Mississippi,3.00K
2020,Mississippi,3.00K
2020,Mississippi,4.00K
2020,Mississippi,2.00K
2020,Mississippi,5.00K
2020,North Carolina,5.00K
2020,North Carolina,1.00K
2020,Georgia,0.50K
2020,Tennessee,5.00K
2020,California,60.00K
2020,North Carolina,1.00K
2020,Indiana,10.00K
2020,North Carolina,500.00K
2020,Indiana,100.00K
2020,Kentucky,5.00K
2020,Arizona,1.00K
2020,Vermont,10.00K
2020,Ohio,5.00K
2020,Ohio,2.00K
2020,Ohio,0.75K
2020,Ohio,4.00K
2020,Illinois,0.50K
2020,Hawaii,5.00K
2020,Hawaii,10.00K
2020,Florida,5.00K
2020,New Hampshire,100.00K
2020,Arizona,50.00K
2020,Ohio,20.00K
2020,Ohio,3.00K
2020,Ohio,5.00K
2020,Ohio,50.00K
2020,Ohio,10.00K
2020,Ohio,10.00K
2020,Ohio,10.00K
2020,Ohio,10.00K
2020,Ohio,3.00K
2020,Ohio,5.00K
2020,New York,20.00K
2020,New York,2.00K
2020,Ohio,20.00K
2020,Ohio,5.00K
2020,Ohio,25.00K
2020,Mississippi,3.00K
2020,Ohio,20.00K
2020,Georgia,5.00K
2020,Ohio,5.00K
2020,Ohio,30.00K
2020,Missouri,3.00M
2020,Georgia,25.00K
2020,North Carolina,5.00K
2020,Ohio,4.00K
2020,Ohio,1.00K
2020,North Carolina,2.00K
2020,Michigan,30.00K
2020,North Carolina,200.00K
2020,North Carolina,100.00K
2020,North Carolina,5.00K
2020,Maryland,5.00K
2020,Maryland,1.00K
2020,New York,25.00K
2020,Vermont,25.00K
2020,New York,25.00K
2020,New York,25.00K
2020,New York,10.00K
2020,North Carolina,0.50K
2020,North Carolina,0.50K
2020,Mississippi,15.00K
2020,Mississippi,45.00K
2020,Mississippi,4.00K
2020,North Carolina,30.00K
2020,Mississippi,15.00K
2020,Mississippi,15.00K
2020,Mississippi,5.00K
2020,Mississippi,15.00K
2020,Mississippi,8.00K
2020,Mississippi,5.00K
2020,Mississippi,8.00K
2020,Mississippi,10.00K
2020,North Carolina,2.00K
2020,North Carolina,2.00K
2020,North Carolina,1.00K
2020,North Carolina,50.00K
2020,Georgia,2.00K
2020,North Carolina,5.00K
2020,West Virginia,1.00K
2020,North Carolina,1.00K
2020,Alabama,0.50K
2020,Virginia,10.00K
2020,North Carolina,50.00K
2020,Georgia,1.00K
2020,Georgia,10.00K
2020,Alabama,0.20K
2020,Virginia,25.00K
2020,Oklahoma,25.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Texas,5.00K
2020,Texas,1.00K
2020,Texas,0.50K
2020,Texas,2.00K
2020,Texas,2.00K
2020,Arkansas,15.00K
2020,Arkansas,5.00K
2020,Arkansas,1.00K
2020,Arkansas,2.00K
2020,Arkansas,1.00K
2020,West Virginia,30.00K
2020,West Virginia,1.00K
2020,West Virginia,1.00K
2020,Oklahoma,5.00K
2020,Maryland,1.00K
2020,Maryland,500.00K
2020,Maryland,3.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,West Virginia,1.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Maryland,1.00K
2020,Maryland,300.00K
2020,Maryland,20.00K
2020,Maryland,1.00K
2020,Maryland,20.00K
2020,Colorado,30.00K
2020,Colorado,15.00K
2020,Louisiana,25.00K
2020,Mississippi,10.00K
2020,Mississippi,10.00K
2020,Mississippi,2.00K
2020,Mississippi,15.00K
2020,Mississippi,2.00K
2020,Mississippi,1.00K
2020,Mississippi,5.00K
2020,Mississippi,30.00K
2020,Florida,5.00K
2020,Florida,5.00K
2020,Mississippi,10.00K
2020,Mississippi,5.00K
2020,Maryland,5.00K
2020,Louisiana,5.00K
2020,Mississippi,10.00K
2020,Mississippi,15.00K
2020,Mississippi,5.00K
2020,Mississippi,5.00K
2020,Mississippi,5.00K
2020,Mississippi,5.00K
2020,Louisiana,3.00K
2020,Mississippi,9.00K
2020,Arizona,15.00K
2020,Arizona,10.00K
2020,Mississippi,15.00K
2020,Maryland,1.00K
2020,Mississippi,6.00K
2020,Mississippi,5.00K
2020,Arizona,3.00K
2020,Mississippi,8.00K
2020,Mississippi,1.00K
2020,Maryland,2.00K
2020,Maryland,1.00K
2020,District Of Columbia,5.00K
2020,Mississippi,35.00K
2020,Mississippi,15.00K
2020,Louisiana,20.00K
2020,Mississippi,4.00K
2020,Mississippi,20.00K
2020,Mississippi,7.00K
2020,Mississippi,2.00K
2020,Arizona,15.00K
2020,Arizona,15.00K
2020,Mississippi,0.50K
2020,Mississippi,15.00K
2020,Mississippi,20.00K
2020,Mississippi,1.00K
2020,Mississippi,20.00K
2020,Mississippi,10.00K
2020,California,1.00M
2020,Arizona,50.00K
2020,Colorado,6.00K
2020,Louisiana,5.00K
2020,Louisiana,50.00K
2020,Louisiana,10.00K
2020,Ohio,25.00K
2020,Colorado,30.00K
2020,Florida,1.00K
2020,Mississippi,50.00K
2020,Mississippi,2.00K
2020,Mississippi,10.00K
2020,Mississippi,15.00K
2020,Mississippi,150.00K
2020,Mississippi,35.00K
2020,Mississippi,3.00K
2020,Mississippi,10.00K
2020,Mississippi,10.00K
2020,Mississippi,15.00K
2020,Mississippi,3.00K
2020,Mississippi,3.00K
2020,Ohio,15.00K
2020,Kentucky,10.00K
2020,Ohio,1.00K
2020,Mississippi,30.00K
2020,Kansas,0.10K
2020,Louisiana,5.00K
2020,Mississippi,5.00K
2020,Mississippi,30.00K
2020,Mississippi,13.00K
2020,Mississippi,9.00K
2020,Mississippi,150.00K
2020,Mississippi,20.00K
2020,Mississippi,15.00K
2020,Mississippi,8.00K
2020,Mississippi,2.00K
2020,Mississippi,25.00K
2020,Mississippi,10.00K
2020,Mississippi,10.00K
2020,Mississippi,30.00K
2020,Mississippi,70.00K
2020,Louisiana,75.00K
2020,Mississippi,5.00K
2020,Mississippi,100.00K
2020,Mississippi,50.00K
2020,Mississippi,2.00K
2020,Mississippi,15.00K
2020,Louisiana,3.00K
2020,Louisiana,6.00K
2020,Mississippi,3.00K
2020,Mississippi,12.00K
2020,Mississippi,3.00K
2020,Mississippi,3.00K
2020,Mississippi,5.00K
2020,Arkansas,5.00K
2020,Mississippi,5.00K
2020,Mississippi,2.00K
2020,Mississippi,50.00K
2020,Louisiana,25.00K
2020,Mississippi,50.00K
2020,Mississippi,10.00K
2020,Mississippi,3.00K
2020,Mississippi,8.00K
2020,Mississippi,5.00K
2020,Mississippi,2.00K
2020,Mississippi,5.00K
2020,Mississippi,5.00K
2020,Mississippi,2.00K
2020,Mississippi,2.00K
2020,Mississippi,2.00K
2020,Mississippi,2.00K
2020,Mississippi,7.00K
2020,Kentucky,35.00K
2020,Ohio,4.00K
2020,Mississippi,12.00K
2020,Louisiana,3.00K
2020,Louisiana,10.00K
2020,Mississippi,2.00K
2020,Mississippi,2.00K
2020,Mississippi,9.00K
2020,Mississippi,20.00K
2020,Arkansas,10.00K
2020,Arkansas,10.00K
2020,Arkansas,5.00K
2020,Arkansas,8.00K
2020,Arkansas,7.00K
2020,Louisiana,10.00K
2020,Louisiana,12.00K
2020,Mississippi,3.00K
2020,Mississippi,10.00K
2020,Louisiana,30.00K
2020,Mississippi,2.00K
2020,Louisiana,3.00K
2020,Mississippi,8.00K
2020,New York,10.00K
2020,Florida,15.00K
2020,Mississippi,5.00K
2020,Mississippi,4.00K
2020,Mississippi,45.00K
2020,Louisiana,10.00K
2020,Mississippi,15.00K
2020,Mississippi,75.00K
2020,Mississippi,25.00K
2020,Mississippi,100.00K
2020,Mississippi,20.00K
2020,Mississippi,30.00K
2020,Mississippi,15.00K
2020,Mississippi,50.00K
2020,Mississippi,5.00K
2020,Mississippi,12.00K
2020,Mississippi,10.00K
2020,Mississippi,20.00K
2020,Georgia,2.00K
2020,Louisiana,10.00K
2020,Colorado,100.00K
2020,Florida,15.00K
2020,Mississippi,10.00K
2020,Mississippi,200.00K
2020,Mississippi,9.00K
2020,Mississippi,15.00K
2020,New Hampshire,100.00K
2020,Mississippi,50.00K
2020,Mississippi,5.00K
2020,South Carolina,5.00K
2020,Mississippi,10.00K
2020,Louisiana,75.00K
2020,Connecticut,10.00K
2020,Connecticut,10.00K
2020,Connecticut,5.00K
2020,New Hampshire,100.00K
2020,Mississippi,15.00K
2020,Mississippi,15.00K
2020,Mississippi,8.00K
2020,Mississippi,3.00K
2020,Mississippi,5.00K
2020,Mississippi,15.00K
2020,Mississippi,15.00K
2020,Mississippi,8.00K
2020,Mississippi,7.00K
2020,Louisiana,5.00K
2020,Louisiana,8.00K
2020,Michigan,10.00K
2020,Michigan,25.00K
2020,Michigan,25.00K
2020,Pennsylvania,350.00K
2020,South Carolina,20.00K
2020,South Carolina,10.00K
2020,Tennessee,10.00K
2020,Tennessee,1.00K
2020,Tennessee,4.00M
2020,South Carolina,1.00K
2020,Minnesota,2.00K
2020,Iowa,1.00K
2020,South Dakota,5.00K
2020,Tennessee,5.00K
2020,Tennessee,15.00K
2020,Tennessee,5.00K
2020,Tennessee,1.00K
2020,Tennessee,5.00K
2020,Tennessee,100.00K
2020,South Dakota,30.00K
2020,Connecticut,10.00K
2020,Tennessee,10.00K
2020,Minnesota,2.00K
2020,Minnesota,20.00K
2020,Minnesota,5.00K
2020,Minnesota,5.00K
2020,Minnesota,5.00K
2020,Minnesota,2.00K
2020,Tennessee,3.00K
2020,Tennessee,8.00K
2020,Connecticut,3.00K
2020,Connecticut,5.00K
2020,New York,5.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,10.00K
2020,Tennessee,50.00K
2020,Tennessee,10.00K
2020,Tennessee,15.00K
2020,Georgia,5.00K
2020,Tennessee,2.00K
2020,Ohio,2.00K
2020,Tennessee,3.00K
2020,Tennessee,10.00K
2020,Tennessee,5.00K
2020,Pennsylvania,2.00K
2020,Ohio,400.00K
2020,Pennsylvania,200.00K
2020,Pennsylvania,3.00K
2020,Tennessee,100.00M
2020,Tennessee,3.00M
2020,Pennsylvania,4.00K
2020,Ohio,900.00K
2020,Ohio,50.00K
2020,Tennessee,5.00K
2020,Oklahoma,1.00K
2020,Oklahoma,3.00K
2020,Tennessee,3.00K
2020,Florida,8.01M
2020,South Carolina,10.00K
2020,South Carolina,50.00K
2020,Tennessee,3.00K
2020,Tennessee,10.00K
2020,North Carolina,50.00K
2020,Hawaii,30.60M
2020,Florida,40.00K
2020,Oklahoma,400.00K
2020,California,10.00K
2020,Minnesota,5.00K
2020,Tennessee,0.50K
2020,New York,5.00K
2020,Vermont,10.00K
2020,New York,5.00K
2020,North Carolina,10.00K
2020,South Carolina,25.00K
2020,Michigan,5.00K
2020,Vermont,10.00K
2020,Vermont,10.00K
2020,Georgia,50.00K
2020,New Hampshire,100.00K
2020,New Hampshire,100.00K
2020,Georgia,30.00K
2020,Georgia,30.00K
2020,New Hampshire,100.00K
2020,Michigan,35.00K
2020,New York,5.00K
2020,Georgia,15.00K
2020,Georgia,15.00K
2020,Georgia,15.00K
2020,Georgia,10.00K
2020,Georgia,50.00K
2020,Vermont,5.00K
2020,Georgia,3.00K
2020,Vermont,5.00K
2020,Mississippi,8.00K
2020,Mississippi,10.00K
2020,South Carolina,800.00K
2020,North Carolina,50.00K
2020,Georgia,30.00K
2020,Georgia,1.00K
2020,Georgia,15.00K
2020,Georgia,1.00K
2020,South Carolina,40.00K
2020,South Carolina,5.00K
2020,Georgia,20.00K
2020,North Carolina,25.00K
2020,North Carolina,50.00K
2020,North Carolina,750.00K
2020,South Carolina,1.00M
2020,Vermont,5.00K
2020,Vermont,5.00K
2020,New York,50.00K
2020,Vermont,10.00K
2020,Vermont,10.00K
2020,Vermont,25.00K
2020,South Carolina,400.00K
2020,South Carolina,50.00K
2020,South Carolina,500.00K
2020,South Carolina,500.00K
2020,Mississippi,3.00K
2020,Vermont,5.00K
2020,Vermont,10.00K
2020,Vermont,10.00K
2020,South Carolina,50.00K
2020,North Carolina,1.00K
2020,North Carolina,5.00K
2020,South Carolina,500.00K
2020,North Carolina,10.00K
2020,Mississippi,2.00K
2020,Georgia,10.00K
2020,Michigan,25.00K
2020,Texas,5.98M
2020,Georgia,30.00K
2020,Georgia,15.00K
2020,Michigan,250.00K
2020,Michigan,75.00K
2020,Georgia,5.00K
2020,Georgia,15.00K
2020,Georgia,10.00K
2020,Georgia,20.00K
2020,Michigan,100.00K
2020,Texas,11.87K
2020,Michigan,5.00M
2020,Texas,33.25M
2020,Texas,32.50M
2020,Tennessee,10.00K
2020,Tennessee,5.00K
2020,Texas,142.24M
2020,Michigan,100.00K
2020,Michigan,25.00K
2020,Texas,59.98M
2020,Texas,304.94M
2020,Michigan,100.00K
2020,Texas,101.63M
2020,Texas,31.91M
2020,Texas,11.87K
2020,Michigan,100.00K
2020,Texas,13.27M
2020,South Carolina,0.01K
2020,Alaska,8.10M
2020,South Carolina,0.01K
2020,South Carolina,0.01K
2020,South Carolina,0.01K
2020,Alaska,20.30M
2020,Michigan,6.00M
2020,Michigan,100.00K
2020,Georgia,50.00K
2020,Georgia,40.00K
2020,Mississippi,15.00K
2020,Georgia,250.00K
2020,Georgia,100.00K
2020,Georgia,4.00K
2020,Georgia,10.00K
2020,Georgia,25.00K
2020,Georgia,8.00K
2020,Georgia,15.00K
2020,Mississippi,50.00K
2020,Mississippi,40.00K
2020,New Mexico,100.00K
2020,New Mexico,10.00K
2020,Georgia,20.00K
2020,Mississippi,100.00K
2020,Mississippi,10.00K
2020,Alaska,674.00K
2020,Tennessee,25.00K
2020,North Carolina,2.00K
2020,Vermont,5.00K
2020,Vermont,5.00K
2020,Vermont,5.00K
2020,Vermont,5.00K
2020,North Carolina,25.00K
2020,Vermont,5.00K
2020,Texas,7.00M
2020,Texas,80.00K
2020,Tennessee,3.00K
2020,Tennessee,25.00K
2020,South Carolina,100.00K
2020,Texas,2.00K
2020,Texas,2.00K
2020,Arkansas,8.00K
2020,Texas,0.50K
2020,Arkansas,250.00K
2020,Ohio,2.00K
2020,Alabama,5.00K
2020,Virginia,2.00K
2020,South Carolina,0.01K
2020,Vermont,2.00K
2020,Vermont,2.00K
2020,New York,5.00K
2020,New Jersey,50.00K
2020,New York,50.00K
2020,Connecticut,50.00K
2020,New Jersey,50.00K
2020,New York,10.00K
2020,New York,50.00K
2020,New York,50.00K
2020,New York,10.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,3.00K
2020,Tennessee,5.00K
2020,Tennessee,3.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,3.00K
2020,Tennessee,10.00K
2020,Tennessee,15.00K
2020,Tennessee,1.00K
2020,Tennessee,5.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,Massachusetts,1.00K
2020,Arkansas,25.00K
2020,Vermont,2.00K
2020,Texas,50.00K
2020,Mississippi,15.00K
2020,South Carolina,500.00K
2020,North Carolina,75.00K
2020,Tennessee,10.00K
2020,Tennessee,100.00K
2020,Alabama,2.00K
2020,Alabama,3.00K
2020,Alabama,3.00K
2020,Alabama,3.00K
2020,Texas,25.00K
2020,Georgia,15.00K
2020,Georgia,10.00K
2020,Georgia,1.00K
2020,North Carolina,15.00K
2020,South Carolina,2.00K
2020,South Carolina,20.00K
2020,South Carolina,1.00K
2020,South Carolina,5.00K
2020,South Carolina,2.00K
2020,North Carolina,1.00K
2020,North Carolina,1.00K
2020,South Carolina,10.00K
2020,Texas,25.00K
2020,Vermont,5.00K
2020,Georgia,25.00K
2020,North Carolina,250.00K
2020,North Carolina,10.00K
2020,North Carolina,10.00K
2020,Vermont,5.00K
2020,Vermont,2.00K
2020,Vermont,2.00K
2020,South Carolina,1.00K
2020,Texas,5.00K
2020,Texas,15.00K
2020,Texas,20.00K
2020,Texas,100.00K
2020,Texas,25.00K
2020,Texas,25.00K
2020,Texas,10.00K
2020,Illinois,30.00K
2020,Tennessee,6.00K
2020,Tennessee,1.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,1.00K
2020,Tennessee,3.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,1.00K
2020,North Carolina,500.00K
2020,South Carolina,500.00K
2020,Texas,25.00K
2020,Texas,5.00K
2020,Texas,50.00K
2020,Texas,5.00K
2020,Texas,50.00K
2020,Texas,10.00K
2020,Connecticut,50.00K
2020,Tennessee,5.00K
2020,Tennessee,10.00K
2020,Tennessee,3.00K
2020,Tennessee,3.00K
2020,Tennessee,3.00K
2020,Tennessee,10.00K
2020,Tennessee,1.00K
2020,Tennessee,1.00K
2020,Tennessee,5.00K
2020,Tennessee,15.00K
2020,Tennessee,3.00K
2020,Tennessee,5.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,1.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Tennessee,10.00K
2020,Tennessee,5.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,New York,1.00K
2020,Massachusetts,1.00K
2020,Vermont,1.00K
2020,Vermont,1.00K
2020,Vermont,1.00K
2020,Massachusetts,1.00K
2020,South Carolina,20.00K
2020,North Carolina,100.00K
2020,Tennessee,1.00K
2020,Tennessee,1.00K
2020,Vermont,5.00K
2020,Alabama,3.00K
2020,Alabama,1.00K
2020,Alabama,1.00K
2020,Tennessee,100.00K
2020,Tennessee,10.00K
2020,Tennessee,5.00K
2020,Tennessee,5.00K
2020,Indiana,25.00K
2020,Florida,2.00K
2020,Florida,2.00K
2020,Florida,2.00K
2020,Florida,2.00K
2020,Georgia,3.00K
2020,Georgia,2.00K
2020,Vermont,2.00K
2020,Mississippi,15.00K
2020,New Mexico,5.00K
2020,Mississippi,10.00K
2020,Georgia,2.00K
2020,Georgia,2.00K
2020,Georgia,3.00K
2020,Virginia,1.00K
2020,Virginia,2.00K
2020,Virginia,1.00K
2020,Virginia,2.00K
2020,Virginia,1.00K
2020,Virginia,2.00K
2020,Texas,10.00K
2020,Texas,15.00K
2020,Maryland,1.25K
2020,Maryland,0.25K
2020,Ohio,3.00K
2020,Ohio,4.00K
2020,Ohio,1.00K
2020,Ohio,20.00K
2020,Ohio,20.00K
2020,Kentucky,8.00K
2020,Kentucky,20.00K
2020,Kentucky,5.00K
2020,Tennessee,15.00K
2020,Kentucky,2.00K
2020,Vermont,10.00K
2020,Kentucky,2.00K
2020,Indiana,2.00K
2020,Indiana,15.00K
2020,Indiana,20.00K
2020,Indiana,5.00K
2020,Mississippi,100.00K
2020,Pennsylvania,10.00K
2020,Mississippi,25.00K
2020,Mississippi,10.00K
2020,Kentucky,25.00K
2020,Mississippi,5.00K
2020,Tennessee,20.00K
2020,Oklahoma,25.00K
2020,Kentucky,10.00K
2020,Kentucky,27.50K
2020,Kentucky,3.00K
2020,Kentucky,2.00K
2020,Kentucky,0.50K
2020,Ohio,2.00K
2020,Virginia,2.00K
2020,Virginia,2.00K
2020,West Virginia,2.00K
2020,West Virginia,2.00K
2020,West Virginia,2.00K
2020,West Virginia,2.00K
2020,West Virginia,10.00K
2020,Louisiana,10.00K
2020,Ohio,10.00K
2020,California,50.00K
2020,Ohio,50.00K
2020,Ohio,500.00K
2020,Mississippi,5.00K
2020,Arkansas,2.00K
2020,Michigan,4.00K
2020,Michigan,5.00K
2020,Ohio,25.00K
2020,Arkansas,15.00K
2020,Arkansas,10.00K
2020,Arkansas,35.00K
2020,Oklahoma,50.00K
2020,Oklahoma,10.00K
2020,Oklahoma,15.00K
2020,Oklahoma,2.00K
2020,Mississippi,1.00K
2020,Mississippi,15.00K
2020,Tennessee,2.00K
2020,Tennessee,5.00K
2020,Arkansas,2.00K
2020,Tennessee,5.00K
2020,South Carolina,1.00K
2020,South Carolina,1.00K
2020,Michigan,14.00K
2020,Michigan,4.00K
2020,Tennessee,2.00K
2020,Tennessee,5.00K
2020,Arkansas,10.00K
2020,South Carolina,1.00K
2020,South Carolina,5.00K
2020,New York,5.00K
2020,Arkansas,50.00K
2020,Arkansas,50.00K
2020,Arkansas,25.00K
2020,Kentucky,0.50K
2020,Kentucky,10.00K
2020,Kentucky,10.00K
2020,West Virginia,4.00K
2020,West Virginia,10.00K
2020,West Virginia,1.00K
